City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,uniao,-4.5858,-42.8642,31.99,27,16,0.96,BR,1699827293
363,crane,31.3974,-102.3501,15.53,66,100,4.14,US,1699827293
364,teruel,40.6667,-0.6667,8.87,84,100,2.75,ES,1699827294
365,brisas de zicatela,15.8369,-97.0419,30.29,51,20,1.54,MX,1699827294
366,vavuniya,8.7514,80.4971,23.06,98,100,1.5,LK,1699827294
367,ca mau,9.1769,105.15,24.94,95,94,3.25,VN,1699827294
368,weno,7.4515,151.8468,25.97,100,100,2.06,FM,1699827294
369,bouca,6.5105,18.2733,22.53,94,99,1.32,CF,1699827294
370,i-n-salah,27.1935,2.4607,22.76,28,0,4.75,DZ,1699827294
371,copiapo,-27.3667,-70.3333,14.83,28,0,3.27,CL,1699827295
372,ballina,-28.8667,153.5667,25.43,74,17,3.22,AU,1699827295
373,enriquillo,17.9,-71.2333,29.82,82,8,6.87,DO,1699827295
374,ulsteinvik,62.3432,5.8487,3.2,75,0,2.24,NO,1699827295
375,alpine,32.835,-116.7664,27.38,15,0,4.63,US,1699827295
376,mount gambier,-37.8333,140.7667,12.42,70,71,1.93,AU,1699827295
377,vukovar,45.3433,18.9997,5.6,93,0,2.57,HR,1699827296
378,yeed,4.55,43.0333,27.51,67,96,2.71,SO,1699827296
379,togur,58.3631,82.8265,0.64,99,100,2.68,RU,1699827296
380,sisimiut,66.9395,-53.6735,-8.22,83,93,3.8,GL,1699827296
381,zinder,13.8072,8.9881,24.58,15,4,5.15,NE,1699827296
382,jeju city,33.5097,126.5219,8.59,63,100,10.24,KR,1699827015
383,rio grande,-32.035,-52.0986,17.06,89,100,4.71,BR,1699827297
384,batang,-6.4846,110.7083,26.14,80,44,2.58,ID,1699827297
385,neratovice,50.2593,14.5176,4.27,91,75,2.57,CZ,1699827297
386,hargeysa,9.56,44.065,18.73,89,51,5.7,SO,1699827297
387,zhangjiakou shi xuanhua qu,40.6103,115.0447,-5.72,51,2,1.9,CN,1699827298
388,al jawf,29.5,38.75,23.32,29,56,4.66,SA,1699827298
389,guanambi,-14.2233,-42.7814,29.51,24,1,2.46,BR,1699827179
390,achacachi,-16.05,-68.6833,11.52,67,31,7.28,BO,1699827299
391,sandnessjoen,66.0217,12.6316,0.23,64,0,2.06,NO,1699827299
392,rumuruti,0.267,36.5389,15.29,98,93,3.15,KE,1699827299
393,megion,61.0296,76.1136,0.01,95,100,3.99,RU,1699827300
394,mejit,10.2753,170.8646,28.0,81,87,8.07,MH,1699827300
395,mawu,29.5923,107.3139,8.34,82,100,1.27,CN,1699827300
396,luena,-11.7833,19.9167,17.14,97,100,1.45,AO,1699827300
397,aykhal,66.0,111.5,-12.09,94,100,3.83,RU,1699827300
398,quellon,-43.1167,-73.6167,8.69,72,99,3.17,CL,1699827301
399,kandyagash,49.4744,57.4233,2.23,85,46,3.75,KZ,1699827301
400,celestun,20.8667,-90.4,28.05,76,100,6.86,MX,1699827302
401,taroa,8.7058,171.2275,28.27,81,97,7.91,MH,1699827304
402,ribeira brava,32.65,-17.0667,21.35,79,59,1.18,PT,1699827305
403,boyolangu,-8.1181,111.8935,24.03,93,26,1.05,ID,1699827306
404,fortuna,40.5982,-124.1573,17.74,72,20,0.0,US,1699827306
405,kudahuvadhoo,2.6708,72.8944,27.8,72,65,1.67,MV,1699827307
406,vostochnyy,55.8167,37.8667,7.42,89,100,5.26,RU,1699827307
407,mahanoro,-19.9,48.8,21.97,80,90,1.91,MG,1699827307
408,puerto deseado,-47.7503,-65.8938,9.14,51,32,4.89,AR,1699827307
409,rikaze,29.25,88.8833,-2.3,23,0,1.75,CN,1699827309
410,peace river,56.2501,-117.286,4.19,55,5,1.56,CA,1699827090
411,porto novo,6.4965,2.6036,26.9,85,39,3.51,BJ,1699827309
412,aban,56.67,96.06,-5.91,79,100,2.7,RU,1699827310
413,rongelap,11.1635,166.8941,27.89,82,100,8.68,MH,1699827310
414,itumbiara,-18.4192,-49.2153,33.7,20,48,2.13,BR,1699827048
415,praia da vitoria,38.7333,-27.0667,18.75,100,75,5.27,PT,1699827310
416,rye,40.9807,-73.6837,6.85,63,0,2.57,US,1699827310
417,ritchie,-29.038,24.6028,20.5,29,0,3.47,ZA,1699827311
418,tuam,53.5167,-8.85,9.57,93,96,4.58,IE,1699827311
419,aksu,41.1231,80.2644,4.11,47,4,0.72,CN,1699827311
420,yamada,39.4667,141.95,4.46,78,71,2.4,JP,1699827260
421,ghadamis,30.1337,9.5007,18.41,37,0,2.84,LY,1699827312
422,christchurch,-43.5333,172.6333,23.11,38,50,9.26,NZ,1699827265
423,yuanping,38.7153,112.7575,-3.79,39,100,1.39,CN,1699827312
424,tolanaro,-25.0319,46.9987,20.17,80,0,5.11,MG,1699827312
425,brokopondo,4.75,-55.1667,30.1,54,2,6.42,SR,1699827313
426,upata,8.0086,-62.3989,26.77,94,18,2.18,VE,1699827313
427,kutum,14.2,24.6667,26.32,27,98,3.99,SD,1699827313
428,gotsucho,35.0,132.2167,8.36,87,100,5.99,JP,1699827314
429,rabo de peixe,37.8,-25.5833,19.73,88,40,6.69,PT,1699827314
430,zhalantun,48.0,122.7167,-11.35,86,3,3.58,CN,1699827314
431,santa terezinha,-29.9002,-50.0904,20.54,97,98,3.02,BR,1699827315
432,lillehammer,61.1146,10.4674,-11.1,97,66,1.83,NO,1699827315
433,metlili chaamba,32.2667,3.6333,18.52,20,0,1.54,DZ,1699827315
434,karor,31.2274,70.9492,19.14,45,37,1.84,PK,1699827315
435,codrington,-38.2667,141.9667,14.0,59,25,4.19,AU,1699827316
436,kyren,51.6828,102.1408,-9.47,74,38,0.89,RU,1699827143
437,pukchil-lodongjagu,40.2019,125.7483,-5.45,62,0,2.95,KP,1699827316
438,lakatoro,-16.0999,167.4164,26.01,65,95,8.11,VU,1699827318
439,bikenibeu village,1.3673,173.1241,27.98,83,100,1.54,KI,1699827319
440,pratapgarh,24.0333,74.7833,17.84,40,91,2.77,IN,1699827321
441,huoqiu chengguanzhen,32.3547,116.2939,3.84,59,85,2.4,CN,1699827321
442,juneau,58.3019,-134.4197,6.0,90,20,2.06,US,1699827323
443,nizhnesortymskiy,62.4397,71.7603,-2.94,94,99,5.55,RU,1699827324
444,obudu,6.6674,9.1716,24.12,89,81,1.79,NG,1699827324
445,magadan,59.5667,150.8,-11.84,63,100,4.68,RU,1699827327
446,san antonio de pale,-1.4014,5.6325,26.31,84,92,5.66,GQ,1699827331
447,oriximina,-1.7656,-55.8661,31.34,50,91,1.89,BR,1699827332
448,lauro de freitas,-12.8944,-38.3272,26.01,73,0,5.66,BR,1699827332
449,maposeni,-10.5833,35.4,20.4,81,64,1.7,TZ,1699827332
450,zaozersk,69.4005,32.4476,-9.28,98,97,3.45,RU,1699827334
451,isiro,2.7739,27.616,19.47,99,98,1.24,CD,1699827336
452,tandag,9.0783,126.1986,25.62,88,31,2.14,PH,1699827337
453,wynyard,-41.0,145.7167,12.88,54,34,5.24,AU,1699827279
454,manacapuru,-3.2997,-60.6206,30.84,58,65,2.3,BR,1699827338
455,shimoda,34.6667,138.95,8.95,70,16,3.61,JP,1699827339
456,fort mcmurray,56.7268,-111.381,3.73,65,40,7.2,CA,1699827340
457,ussel,45.55,2.3167,11.05,99,100,3.04,FR,1699827342
458,long beach,33.767,-118.1892,30.64,40,0,6.69,US,1699827342
459,luanda,-8.8368,13.2343,26.0,83,75,2.57,AO,1699827342
460,kingscliff,-28.2667,153.5667,24.97,57,12,5.66,AU,1699827342
461,east london,-33.0153,27.9116,15.36,69,1,4.41,ZA,1699827343
462,fort st. john,56.2499,-120.8529,2.94,52,40,3.6,CA,1699827343
463,mananjary,-21.2167,48.3333,21.34,82,50,3.06,MG,1699827343
464,were ilu,10.6,39.4333,9.35,91,31,2.94,ET,1699827343
465,alo,7.4178,6.7371,25.98,84,26,1.77,NG,1699827343
466,nadym,65.5333,72.5167,-11.45,90,32,5.52,RU,1699827344
467,espita,21.0167,-88.3167,28.03,55,94,3.35,MX,1699827345
468,motueka,-41.1333,173.0167,19.28,48,100,0.27,NZ,1699827345
469,darwin,-12.4611,130.8418,27.72,79,40,0.0,AU,1699827307
470,saint-pierre,-21.3393,55.4781,20.82,68,0,3.6,RE,1699827346
471,west bay,19.3667,-81.4167,30.04,83,20,6.17,KY,1699827346
472,asau,46.4333,26.4,6.51,87,52,2.69,RO,1699827346
473,bilaspur,22.0833,82.15,19.19,61,60,1.66,IN,1699827346
474,essaouira,31.5125,-9.77,19.72,39,40,2.06,MA,1699827347
475,okha,53.5739,142.9478,-4.68,93,100,6.25,RU,1699827347
476,carmo do cajuru,-20.1842,-44.7711,27.6,29,25,1.49,BR,1699827347
477,tromso,69.6496,18.957,-1.99,59,0,3.09,NO,1699827347
478,saint-laurent-du-maroni,5.5039,-54.0289,26.43,83,52,2.95,GF,1699827348
479,tame,6.461,-71.73,26.31,80,67,2.29,CO,1699827348
480,lorengau,-2.0226,147.2712,27.66,71,82,1.83,PG,1699827348
481,plasencia,40.0312,-6.0885,17.95,95,100,0.35,ES,1699827348
482,harnosand,62.6323,17.9379,-0.99,98,100,7.25,SE,1699827348
483,bridgewater,44.3835,-64.5155,3.82,73,41,5.14,CA,1699827349
484,talakan,50.3167,130.3667,-14.7,98,55,1.28,RU,1699827349
485,gaiman,-43.2897,-65.4929,17.83,10,7,8.74,AR,1699827349
486,santa maria da vitoria,-13.3947,-44.1886,27.88,32,1,1.7,BR,1699827089
487,luderitz,-26.6481,15.1594,18.09,59,0,9.27,NA,1699827349
488,yarkovo,57.4028,67.0786,1.36,89,85,2.8,RU,1699827349
489,chharra,27.9333,78.4167,18.65,46,1,1.76,IN,1699827350
490,grand falls-windsor,48.9332,-55.6649,-1.94,75,25,1.79,CA,1699827125
491,kikwit,-5.041,18.8162,21.07,98,100,1.04,CD,1699827350
492,santa cruz,-17.8,-63.1667,35.03,41,39,9.26,BO,1699827245
493,bereznik,62.8551,42.7072,-2.85,83,76,4.95,RU,1699827350
494,masterton,-40.9597,175.6575,14.94,65,96,4.94,NZ,1699827350
495,santa fe,-31.6333,-60.7,23.34,64,99,3.58,AR,1699827124
496,parauna,-16.9478,-50.4486,33.22,19,75,2.06,BR,1699827351
497,norilsk,69.3535,88.2027,-2.54,96,100,3.55,RU,1699827351
498,lindsay,36.203,-119.0882,27.65,26,0,3.6,US,1699827351
499,marsabit,2.3284,37.9899,19.07,81,73,3.58,KE,1699827351
500,kimbe,-5.5502,150.1429,27.46,66,90,1.68,PG,1699827351
501,nikolayevsk-on-amure,53.1406,140.73,-7.87,91,88,4.49,RU,1699827352
502,pontianak,-0.0333,109.3333,23.99,94,100,0.51,ID,1699827345
503,trairi,-3.2778,-39.2689,26.23,73,0,4.67,BR,1699827352
504,patamda,24.3,85.4167,18.22,74,58,1.15,IN,1699827352
505,zarah sharan,33.1467,68.7917,4.54,39,2,1.96,AF,1699827352
506,juan aldama,24.2908,-103.3944,10.58,91,100,4.83,MX,1699827352
507,almoloya del rio,19.1581,-99.4897,23.41,55,17,3.1,MX,1699827352
508,karratha,-20.7377,116.8463,21.52,62,4,5.02,AU,1699827353
509,mentekab,3.4854,102.3484,23.86,99,92,0.34,MY,1699827353
510,dombarovskiy,50.7587,59.5386,3.89,89,56,0.89,RU,1699827353
511,siemiatycze,52.4272,22.8623,3.84,87,44,5.55,PL,1699827353
512,madang,-5.2246,145.7966,26.16,86,100,0.73,PG,1699827353
513,nanning,22.8167,108.3167,14.25,74,100,3.4,CN,1699827353
514,ilhabela,-23.7781,-45.3581,24.43,89,96,1.72,BR,1699827354
515,hasaki,35.7333,140.8333,7.94,82,93,10.5,JP,1699827354
516,villa yapacani,-17.4,-63.8333,38.29,26,59,4.41,BO,1699827354
517,kushiro,42.975,144.3747,-1.47,74,20,2.57,JP,1699827354
518,ulanhot,46.0833,122.0833,-5.63,59,0,4.24,CN,1699827354
519,gorontalo,0.5412,123.0595,24.41,93,48,0.92,ID,1699827354
520,sambava,-14.2667,50.1667,24.09,83,56,4.22,MG,1699827355
521,vieux fort,13.7167,-60.95,28.64,80,40,10.29,LC,1699827355
522,siracusa,37.0881,15.2792,20.77,75,42,7.75,IT,1699827355
523,st ives,50.2086,-5.4875,12.18,97,100,8.4,GB,1699827355
524,lame,10.4415,9.2396,22.54,30,23,0.64,NG,1699827355
525,ixtapa,20.7,-105.2,30.68,70,75,5.14,MX,1699827355
526,redencao,-4.2258,-38.7306,24.66,68,3,1.79,BR,1699827355
527,kingsbridge,50.2845,-3.7764,13.09,87,100,6.3,GB,1699827356
528,saposoa,-6.934,-76.7716,29.92,59,60,1.53,PE,1699827356
529,balsas,-7.5325,-46.0356,31.46,35,18,0.51,BR,1699827356
530,vernon,50.2581,-119.2691,7.94,58,100,2.06,CA,1699827329
531,mountain home,43.133,-115.6912,17.46,24,20,9.77,US,1699827356
532,nouadhibou,20.931,-17.0347,21.99,68,0,5.14,MR,1699827356
533,tshabong,-26.05,22.45,24.1,12,0,4.31,BW,1699827357
534,gumdag,39.2061,54.5906,14.18,43,6,8.43,TM,1699827357
535,saint-francois,46.4154,3.9054,13.69,89,100,1.54,FR,1699827357
536,el granada,37.5027,-122.4694,25.26,58,0,3.6,US,1699827357
537,kapa'a,22.0752,-159.319,28.99,78,75,8.23,US,1699827357
538,tuchkovo,55.6011,36.4681,6.89,88,100,3.56,RU,1699827358
539,nelson bay,-32.7167,152.15,21.17,74,91,2.68,AU,1699827358
540,achit,56.7985,57.8994,0.7,89,100,2.2,RU,1699827358
541,zheleznodorozhnyy,55.7503,38.0042,7.29,89,100,6.71,RU,1699827358
542,itoman,26.1247,127.6694,21.01,68,40,11.32,JP,1699827358
543,el nido,11.1858,119.3956,28.2,77,31,6.01,PH,1699827358
544,pimentel,-6.8367,-79.9342,23.16,68,0,10.29,PE,1699827358
545,saint-joseph,-21.3667,55.6167,20.21,82,35,2.8,RE,1699827359
546,santa ana de yacuma,-13.75,-65.4333,34.97,46,20,5.14,BO,1699827359
547,tazacorte,28.629,-17.9293,23.42,39,100,3.6,ES,1699827359
548,portland,45.5234,-122.6762,15.9,76,75,6.17,US,1699826694
549,ruteng,-8.6136,120.4721,17.44,90,65,0.68,ID,1699827359
550,east end,34.5507,-92.341,18.94,52,92,1.92,US,1699827359
551,canguaretama,-6.38,-35.1289,24.38,78,0,4.15,BR,1699827188
552,shimanovsk,52.0,127.7,-5.96,65,5,4.95,RU,1699827360
553,nuku'alofa,-21.1333,-175.2,21.19,100,100,6.17,TO,1699827360
554,edd,13.9297,41.6925,30.18,48,30,7.89,ER,1699827360
555,arteche,12.2645,125.4048,26.67,87,100,2.54,PH,1699827360
556,harlingen,26.1906,-97.6961,18.3,96,100,5.14,US,1699827196
557,new plymouth,-39.0667,174.0833,14.62,68,22,5.42,NZ,1699827360
558,manakara,-22.1333,48.0167,20.2,85,0,2.17,MG,1699827361
559,karaton,-6.3424,106.1045,23.66,93,58,0.52,ID,1699827361
560,kone,-21.0595,164.8658,25.48,46,16,2.81,NC,1699827361
561,mulanje,-16.0316,35.5,23.49,69,5,1.29,MW,1699827361
562,suntar,62.1444,117.6319,-14.6,98,100,1.04,RU,1699827362
563,wenchang,30.904,118.4887,3.34,74,33,2.12,CN,1699827362
564,mormugao,15.4,73.8,26.09,63,99,2.34,IN,1699827362
565,ciudad lazaro cardenas,17.9583,-102.2,29.72,69,15,4.46,MX,1699827089
566,kavieng,-2.5744,150.7967,27.86,72,100,2.51,PG,1699827362
567,jiayuguan,39.8167,98.3,-2.06,43,0,1.78,CN,1699827363
568,margate,51.3813,1.3862,11.06,94,100,1.79,GB,1699827363
569,arkhangel'sk,64.5401,40.5433,-3.26,93,28,3.88,RU,1699827191
570,zhatay,62.1594,129.8294,-12.97,78,0,5.0,RU,1699827363
571,raahe,64.6833,24.4833,-3.95,80,100,7.03,FI,1699827364
572,barra,-11.0894,-43.1417,29.91,31,0,2.31,BR,1699827133
573,brookings,44.3114,-96.7984,14.58,35,0,6.17,US,1699827348
574,kouroussa,10.65,-9.8833,26.16,41,75,0.97,GN,1699827364
575,kencong,-8.2833,113.3667,24.68,89,38,0.5,ID,1699827365
